id,group,type,name_fr,name_en,start,end,wiki_fr,wiki_en,credits_url,credits_attribution,size,cover,background,foreground,border
1765016958-222,dinosaurs-carnivorous,range,Eoraptor,Eoraptor,-228000000,-227000000,https://fr.wikipedia.org/wiki/Eoraptor,https://en.wikipedia.org/wiki/Eoraptor,https://www.nhm.ac.uk/discover/dino-directory/eoraptor.html,Natural History Museum,1.7m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Feor.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016893-190,dinosaurs-carnivorous,range,Herrerasaurus,Herrerasaurus,-228000000,-227000000,https://fr.wikipedia.org/wiki/Herrerasaurus,https://en.wikipedia.org/wiki/Herrerasaurus,https://www.nhm.ac.uk/discover/dino-directory/herrerasaurus.html,Natural History Museum,3.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fherrera.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017035-260,dinosaurs-carnivorous,range,Chindesaurus,Chindesaurus,-227000000,-210000000,https://fr.wikipedia.org/wiki/Chindesaurus,https://en.wikipedia.org/wiki/Chindesaurus,https://www.nhm.ac.uk/discover/dino-directory/chindesaurus.html,Natural History Museum,4.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FChindesaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016604-48,dinosaurs-carnivorous,range,Staurikosaurus,Staurikosaurus,-227000000,-221000000,https://fr.wikipedia.org/wiki/Staurikosaurus,https://en.wikipedia.org/wiki/Staurikosaurus,https://www.nhm.ac.uk/discover/dino-directory/staurikosaurus.html,Natural History Museum,2.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FStaurikosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017023-254,dinosaurs-carnivorous,range,Coelophysis,Coelophysis,-225000000,-190000000,https://fr.wikipedia.org/wiki/Coelophysis,https://en.wikipedia.org/wiki/Coelophysis,https://www.nhm.ac.uk/discover/dino-directory/coelophysis.html,Natural History Museum,2.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fcoelo.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016689-90,dinosaurs-carnivorous,range,Procompsognathus,Procompsognathus,-221000000,-210000000,https://fr.wikipedia.org/wiki/Procompsognathus,https://en.wikipedia.org/wiki/Procompsognathus,https://www.nhm.ac.uk/discover/dino-directory/procompsognathus.html,Natural History Museum,1.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FProcompsognathus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016832-160,dinosaurs-carnivorous,range,Liliensternus,Liliensternus,-205000000,-202000000,https://fr.wikipedia.org/wiki/Liliensternus,https://en.wikipedia.org/wiki/Liliensternus,https://www.nhm.ac.uk/discover/dino-directory/liliensternus.html,Natural History Museum,5.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FLiliensternus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016828-158,dinosaurs-carnivorous,range,Lophostropheus,Lophostropheus,-203000000,-196000000,https://fr.wikipedia.org/wiki/Lophostropheus,https://en.wikipedia.org/wiki/Lophostropheus,https://www.nhm.ac.uk/discover/dino-directory/lophostropheus.html,Natural History Museum,6.2m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Flophostropheus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016653-72,dinosaurs-carnivorous,range,Sarcosaurus,Sarcosaurus,-202000000,-195000000,https://fr.wikipedia.org/wiki/Sarcosaurus,https://en.wikipedia.org/wiki/Sarcosaurus,https://www.nhm.ac.uk/discover/dino-directory/sarcosaurus.html,Natural History Museum,3.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FSarcosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016702-96,dinosaurs-carnivorous,range,Podokesaurus,Podokesaurus,-195000000,-180000000,https://fr.wikipedia.org/wiki/Podokesaurus,https://en.wikipedia.org/wiki/Podokesaurus,https://www.nhm.ac.uk/discover/dino-directory/podokesaurus.html,Natural History Museum,0.9m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FPodokesaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016637-64,dinosaurs-carnivorous,range,Segisaurus,Segisaurus,-195000000,-180000000,https://fr.wikipedia.org/wiki/Segisaurus,https://en.wikipedia.org/wiki/Segisaurus,https://www.nhm.ac.uk/discover/dino-directory/segisaurus.html,Natural History Museum,1.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FSegisaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016990-238,dinosaurs-carnivorous,range,Dilophosaurus,Dilophosaurus,-184000000,-183000000,https://fr.wikipedia.org/wiki/Dilophosaurus,https://en.wikipedia.org/wiki/Dilophosaurus,https://www.nhm.ac.uk/discover/dino-directory/dilophosaurus.html,Natural History Museum,7.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fdilophosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016783-136,dinosaurs-carnivorous,range,Monolophosaurus,Monolophosaurus,-180000000,-159000000,https://fr.wikipedia.org/wiki/Monolophosaurus,https://en.wikipedia.org/wiki/Monolophosaurus,https://www.nhm.ac.uk/discover/dino-directory/monolophosaurus.html,Natural History Museum,5.7m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FMonolophosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017006-246,dinosaurs-carnivorous,range,Cryolophosaurus,Cryolophosaurus,-170000000,-169000000,https://fr.wikipedia.org/wiki/Cryolophosaurus,https://en.wikipedia.org/wiki/Cryolophosaurus,https://www.nhm.ac.uk/discover/dino-directory/cryolophosaurus.html,Natural History Museum,8.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fcryolopho.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016929-208,dinosaurs-carnivorous,range,Gasosaurus,Gasosaurus,-170000000,-160000000,https://fr.wikipedia.org/wiki/Gasosaurus,https://en.wikipedia.org/wiki/Gasosaurus,https://www.nhm.ac.uk/discover/dino-directory/gasosaurus.html,Natural History Museum,4.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fgaso.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016974-230,dinosaurs-carnivorous,range,Dubreuillosaurus,Dubreuillosaurus,-169000000,-164000000,https://fr.wikipedia.org/wiki/Dubreuillosaurus,https://en.wikipedia.org/wiki/Dubreuillosaurus,https://www.nhm.ac.uk/discover/dino-directory/dubreuillosaurus.html,Natural History Museum,,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FDubreuillosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016700-95,dinosaurs-carnivorous,range,Poekilopleuron,Poekilopleuron,-169000000,-164000000,https://fr.wikipedia.org/wiki/Poekilopleuron,https://en.wikipedia.org/wiki/Poekilopleuron,https://www.nhm.ac.uk/discover/dino-directory/poekilopleuron.html,Natural History Museum,9.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FPoekilopleuron.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016692-91,dinosaurs-carnivorous,range,Proceratosaurus,Proceratosaurus,-169000000,-164000000,https://fr.wikipedia.org/wiki/Proceratosaurus,https://en.wikipedia.org/wiki/Proceratosaurus,https://www.nhm.ac.uk/discover/dino-directory/proceratosaurus.html,Natural History Museum,4.1m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FProceratosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016612-52,dinosaurs-carnivorous,range,Sinraptor,Sinraptor,-169000000,-142000000,https://fr.wikipedia.org/wiki/Sinraptor,https://en.wikipedia.org/wiki/Sinraptor,https://www.nhm.ac.uk/discover/dino-directory/sinraptor.html,Natural History Museum,7.6m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FSinraptor.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016797-143,dinosaurs-carnivorous,range,Megalosaurus,Megalosaurus,-166000000,-165000000,https://fr.wikipedia.org/wiki/Megalosaurus,https://en.wikipedia.org/wiki/Megalosaurus,https://www.nhm.ac.uk/discover/dino-directory/megalosaurus.html,Natural History Museum,6.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fmegalosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017128-306,dinosaurs-carnivorous,range,Anchiornis,Anchiornis,-165000000,-153000000,https://fr.wikipedia.org/wiki/Anchiornis,https://en.wikipedia.org/wiki/Anchiornis,https://www.nhm.ac.uk/discover/dino-directory/anchiornis.html,Natural History Museum,0.6m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fanchiornis.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016941-214,dinosaurs-carnivorous,range,Eustreptospondylus,Eustreptospondylus,-165000000,-164000000,https://fr.wikipedia.org/wiki/Eustreptospondylus,https://en.wikipedia.org/wiki/Eustreptospondylus,https://www.nhm.ac.uk/discover/dino-directory/eustreptospondylus.html,Natural History Museum,7.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FEustreptospondylus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016562-27,dinosaurs-carnivorous,range,Torvosaurus,Torvosaurus,-165000000,-148000000,https://fr.wikipedia.org/wiki/Torvosaurus,https://en.wikipedia.org/wiki/Torvosaurus,https://www.nhm.ac.uk/discover/dino-directory/torvosaurus.html,Natural History Museum,10.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Ftorvosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016708-99,dinosaurs-carnivorous,range,Piatnitzkysaurus,Piatnitzkysaurus,-164000000,-159000000,https://fr.wikipedia.org/wiki/Piatnitzkysaurus,https://en.wikipedia.org/wiki/Piatnitzkysaurus,https://www.nhm.ac.uk/discover/dino-directory/piatnitzkysaurus.html,Natural History Museum,4.2m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FPiatnitzkysaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016527-10,dinosaurs-carnivorous,range,Yangchuanosaurus,Yangchuanosaurus,-160000000,-144000000,https://fr.wikipedia.org/wiki/Yangchuanosaurus,https://en.wikipedia.org/wiki/Yangchuanosaurus,https://www.nhm.ac.uk/discover/dino-directory/yangchuanosaurus.html,Natural History Museum,10.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fyangchu.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016903-195,dinosaurs-carnivorous,range,Guanlong,Guanlong,-159000000,-154000000,https://fr.wikipedia.org/wiki/Guanlong,https://en.wikipedia.org/wiki/Guanlong,https://www.nhm.ac.uk/discover/dino-directory/guanlong.html,Natural History Museum,3.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FGuanlong.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016793-141,dinosaurs-carnivorous,range,Metriacanthosaurus,Metriacanthosaurus,-159000000,-154000000,https://fr.wikipedia.org/wiki/Metriacanthosaurus,https://en.wikipedia.org/wiki/Metriacanthosaurus,https://www.nhm.ac.uk/discover/dino-directory/metriacanthosaurus.html,Natural History Museum,8.2m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FMetriacanthosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016752-121,dinosaurs-carnivorous,range,Nqwebasaurus,Nqwebasaurus,-159000000,-132000000,https://fr.wikipedia.org/wiki/Nqwebasaurus,https://en.wikipedia.org/wiki/Nqwebasaurus,https://www.nhm.ac.uk/discover/dino-directory/nqwebasaurus.html,Natural History Museum,1.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FNqwebasaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017021-253,dinosaurs-carnivorous,range,Coelurus,Coelurus,-155000000,-145000000,https://fr.wikipedia.org/wiki/Coelurus,https://en.wikipedia.org/wiki/Coelurus,https://www.nhm.ac.uk/discover/dino-directory/coelurus.html,Natural History Museum,1.8m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fcoelurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016966-226,dinosaurs-carnivorous,range,Elaphrosaurus,Elaphrosaurus,-154000000,-151000000,https://fr.wikipedia.org/wiki/Elaphrosaurus,https://en.wikipedia.org/wiki/Elaphrosaurus,https://www.nhm.ac.uk/discover/dino-directory/elaphrosaurus.html,Natural History Museum,6.2m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FElaphrosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016856-172,dinosaurs-carnivorous,range,Juravenator,Juravenator,-154000000,-151000000,https://fr.wikipedia.org/wiki/Juravenator,https://en.wikipedia.org/wiki/Juravenator,https://www.nhm.ac.uk/discover/dino-directory/juravenator.html,Natural History Museum,0.8m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FJuravenator.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016805-147,dinosaurs-carnivorous,range,Marshosaurus,Marshosaurus,-154000000,-142000000,https://fr.wikipedia.org/wiki/Marshosaurus,https://en.wikipedia.org/wiki/Marshosaurus,https://www.nhm.ac.uk/discover/dino-directory/marshosaurus.html,Natural History Museum,6.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FMarshosaurus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016647-69,dinosaurs-carnivorous,range,Saurophaganax,Saurophaganax,-154000000,-142000000,https://fr.wikipedia.org/wiki/Saurophaganax,https://en.wikipedia.org/wiki/Saurophaganax,https://www.nhm.ac.uk/discover/dino-directory/saurophaganax.html,Natural History Museum,12.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FSaurophaganax.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017143-313,dinosaurs-carnivorous,range,Allosaurus,Allosaurus,-152000000,-145000000,https://fr.wikipedia.org/wiki/Allosaurus,https://en.wikipedia.org/wiki/Allosaurus,https://www.nhm.ac.uk/discover/dino-directory/allosaurus.html,Natural History Museum,9.7m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fallosaurus-ml.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017045-265,dinosaurs-carnivorous,range,Ceratosaurus,Ceratosaurus,-152000000,-145000000,https://fr.wikipedia.org/wiki/Ceratosaurus,https://en.wikipedia.org/wiki/Ceratosaurus,https://www.nhm.ac.uk/discover/dino-directory/ceratosaurus.html,Natural History Museum,7.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fceratosaurus-ml.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016746-118,dinosaurs-carnivorous,range,Ornitholestes,Ornitholestes,-150000000,-144000000,https://fr.wikipedia.org/wiki/Ornitholestes,https://en.wikipedia.org/wiki/Ornitholestes,https://www.nhm.ac.uk/discover/dino-directory/ornitholestes.html,Natural History Museum,2.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fornithol.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017108-296,dinosaurs-carnivorous,range,Archaeopteryx,Archaeopteryx,-149000000,-145000000,https://fr.wikipedia.org/wiki/Archaeopteryx,https://en.wikipedia.org/wiki/Archaeopteryx,https://www.nhm.ac.uk/discover/dino-directory/archaeopteryx.html,Natural History Museum,0.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Farchaeopteryx.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017017-251,dinosaurs-carnivorous,range,Compsognathus,Compsognathus,-145000000,-140000000,https://fr.wikipedia.org/wiki/Compsognathus,https://en.wikipedia.org/wiki/Compsognathus,https://www.nhm.ac.uk/discover/dino-directory/compsognathus.html,Natural History Museum,0.7m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FCompsognathus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017075-280,dinosaurs-carnivorous,range,Becklespinax,Becklespinax,-142000000,-132000000,https://fr.wikipedia.org/wiki/Becklespinax,https://en.wikipedia.org/wiki/Becklespinax,https://www.nhm.ac.uk/discover/dino-directory/becklespinax.html,Natural History Museum,5.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FBecklespinax.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016537-15,dinosaurs-carnivorous,range,Utahraptor,Utahraptor,-139000000,-135000000,https://fr.wikipedia.org/wiki/Utahraptor,https://en.wikipedia.org/wiki/Utahraptor,https://www.nhm.ac.uk/discover/dino-directory/utahraptor.html,Natural History Museum,5.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Futahraptor.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017157-320,dinosaurs-carnivorous,range,Afrovenator,Afrovenator,-132000000,-121000000,https://fr.wikipedia.org/wiki/Afrovenator,https://en.wikipedia.org/wiki/Afrovenator,https://www.nhm.ac.uk/discover/dino-directory/afrovenator.html,Natural History Museum,9.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fafrovenator.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017014-250,dinosaurs-carnivorous,range,Concavenator,Concavenator,-130000000,-125000000,https://fr.wikipedia.org/wiki/Concavenator,https://en.wikipedia.org/wiki/Concavenator,https://www.nhm.ac.uk/discover/dino-directory/concavenator.html,Natural History Museum,6.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2Fconcavenator.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765017010-248,dinosaurs-carnivorous,range,Confuciusornis,Confuciusornis,-127000000,-121000000,https://fr.wikipedia.org/wiki/Confuciusornis,https://en.wikipedia.org/wiki/Confuciusornis,https://www.nhm.ac.uk/discover/dino-directory/confuciusornis.html,Natural History Museum,0.3m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FConfuciusornis.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016956-221,dinosaurs-carnivorous,range,Eotyrannus,Eotyrannus,-127000000,-121000000,https://fr.wikipedia.org/wiki/Eotyrannus,https://en.wikipedia.org/wiki/Eotyrannus,https://www.nhm.ac.uk/discover/dino-directory/eotyrannus.html,Natural History Museum,5.0m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FEotyrannus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016769-129,dinosaurs-carnivorous,range,Neovenator,Neovenator,-127000000,-121000000,https://fr.wikipedia.org/wiki/Neovenator,https://en.wikipedia.org/wiki/Neovenator,https://www.nhm.ac.uk/discover/dino-directory/neovenator.html,Natural History Museum,7.4m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FNeovenator.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
1765016714-102,dinosaurs-carnivorous,range,Pelecanimimus,Pelecanimimus,-127000000,-121000000,https://fr.wikipedia.org/wiki/Pelecanimimus,https://en.wikipedia.org/wiki/Pelecanimimus,https://www.nhm.ac.uk/discover/dino-directory/pelecanimimus.html,Natural History Museum,2.5m,https://www.nhm.ac.uk/discover/dino-directory/_next/image?url=https%3A%2F%2Fwww.nhm.ac.uk%2Fresources%2Fnature-online%2Flife%2Fdinosaurs%2Fdinosaur-directory%2Fimages%2Freconstruction%2Fsmall%2FPelicanimimus.jpg&w=828&q=75,oklch(63.7% 0.237 25.331),,
